Average Rho+1+Average Energy+0
Average Rho+1+Average Energy+0
Average Rho+1+Average Energy+0
Average Rho+1+Average Energy+0
Average Rho+1+Average Energy+0
Average Rho+1+Average Energy+0
Average Rho+1+Average Energy+0
Average Rho+1+Average Energy+0
Average Rho+1+Average Energy+0
Average Rho+1+Average Energy+0
Average Rho+1+Average Energy+0
Average Rho+1+Average Energy+0
Average Rho+1+Average Energy+0
Average Rho+1+Average Energy+0
Average Rho+1+Average Energy+0
Average Rho+1+Average Energy+0
Average Rho+1+Average Energy+0
Average Rho+1+Average Energy+0
Average Rho+1+Average Energy+0
Average Rho+1+Average Energy+0
Average Rho+1+Average Energy+0
Average Rho+1+Average Energy+0
Average Rho+1+Average Energy+0
Average Rho+1+Average Energy+0
Average Rho+1+Average Energy+0
Average Rho+1+Average Energy+0
Average Rho+1+Average Energy+0
Average Rho+1+Average Energy+0
Average Rho+1+Average Energy+0
Average Rho+1+Average Energy+0
Average Rho+1+Average Energy+0
Average Rho+1+Average Energy+0
Average Rho+1+Average Energy+0
Average Rho+1+Average Energy+0
Average Rho+1+Average Energy+0
Average Rho+1+Average Energy+0
Average Rho+1+Average Energy+0
Average Rho+1+Average Energy+0
Average Rho+1+Average Energy+0
Average Rho+1+Average Energy+0
Average Rho+1+Average Energy+0
Average Rho+1+Average Energy+0
Average Rho+1+Average Energy+0
Average Rho+1+Average Energy+0
Average Rho+1+Average Energy+0
Average Rho+1+Average Energy+0
Average Rho+1+Average Energy+0
Average Rho+1+Average Energy+0
Average Rho+1+Average Energy+0
Average Rho+1+Average Energy+0
Average Rho+1+Average Energy+0
Average Rho+1+Average Energy+0
Average Rho+1+Average Energy+0
Average Rho+1+Average Energy+0
Average Rho+1+Average Energy+0
Average Rho+1+Average Energy+0
Average Rho+1+Average Energy+0
Average Rho+1+Average Energy+0
Average Rho+1+Average Energy+0
Average Rho+1+Average Energy+0
Average Rho+1+Average Energy+0
Average Rho+1+Average Energy+0
Average Rho+1+Average Energy+0
Average Rho+1+Average Energy+0
Average Rho+1+Average Energy+0
Average Rho+1+Average Energy+0
Average Rho+1+Average Energy+0
Average Rho+1+Average Energy+0
Average Rho+1+Average Energy+0
Average Rho+1+Average Energy+0
Average Rho+1+Average Energy+0
Average Rho+1+Average Energy+0
Average Rho+1+Average Energy+0
Average Rho+1+Average Energy+0
Average Rho+1+Average Energy+0
Average Rho+1+Average Energy+0
Average Rho+1+Average Energy+0
Average Rho+1+Average Energy+0
Average Rho+1+Average Energy+0
Average Rho+1+Average Energy+0
Average Rho+1+Average Energy+0
Average Rho+1+Average Energy+0
Average Rho+1+Average Energy+0
Average Rho+1+Average Energy+0
Average Rho+1+Average Energy+0
Average Rho+1+Average Energy+0
Average Rho+1+Average Energy+0
Average Rho+1+Average Energy+0
Average Rho+1+Average Energy+0
Average Rho+1+Average Energy+0
Average Rho+1+Average Energy+0
Average Rho+1+Average Energy+0
Average Rho+1+Average Energy+0
Average Rho+1+Average Energy+0
Average Rho+1+Average Energy+0
Average Rho+1+Average Energy+0
Average Rho+1+Average Energy+0
Average Rho+1+Average Energy+0
Average Rho+1+Average Energy+0
Average Rho+1+Average Energy+0
Average Rho+1+Average Energy+2.89675e-32
Average Rho+1+Average Energy+9.7513e-30
Average Rho+1+Average Energy+9.75596e-30
Average Rho+1+Average Energy+1.03388e-29
Average Rho+1+Average Energy+1.14021e-29
Average Rho+1+Average Energy+1.27881e-29
Average Rho+1+Average Energy+1.43318e-29
Average Rho+1+Average Energy+1.59449e-29
Average Rho+1+Average Energy+1.75965e-29
Average Rho+1+Average Energy+1.92522e-29
Average Rho+1+Average Energy+2.09298e-29
Average Rho+1+Average Energy+2.25979e-29
Average Rho+1+Average Energy+2.42387e-29
Average Rho+1+Average Energy+2.58771e-29
Average Rho+1+Average Energy+2.75275e-29
Average Rho+1+Average Energy+2.9139e-29
Average Rho+1+Average Energy+3.07712e-29
Average Rho+1+Average Energy+3.23485e-29
Average Rho+1+Average Energy+3.39584e-29
Average Rho+1+Average Energy+3.55366e-29
Average Rho+1+Average Energy+3.71109e-29
Average Rho+1+Average Energy+3.86758e-29
Average Rho+1+Average Energy+4.02382e-29
Average Rho+1+Average Energy+4.17942e-29
Average Rho+1+Average Energy+4.33312e-29
Average Rho+1+Average Energy+4.48648e-29
Average Rho+1+Average Energy+4.6391e-29
Average Rho+1+Average Energy+4.79207e-29
Average Rho+1+Average Energy+4.94428e-29
Average Rho+1+Average Energy+5.09336e-29
Average Rho+1+Average Energy+5.24323e-29
Average Rho+1+Average Energy+5.39152e-29
Average Rho+1+Average Energy+5.54103e-29
Average Rho+1+Average Energy+5.68739e-29
Average Rho+1+Average Energy+5.83485e-29
Average Rho+1+Average Energy+5.98077e-29
Average Rho+1+Average Energy+6.12611e-29
Average Rho+1+Average Energy+6.27043e-29
Average Rho+1+Average Energy+6.4149e-29
Average Rho+1+Average Energy+6.55848e-29
Average Rho+1+Average Energy+6.7027e-29
Average Rho+1+Average Energy+6.84309e-29
Average Rho+1+Average Energy+6.98482e-29
Average Rho+1+Average Energy+7.12749e-29
Average Rho+1+Average Energy+7.26571e-29
Average Rho+1+Average Energy+7.40736e-29
Average Rho+1+Average Energy+7.54504e-29
Average Rho+1+Average Energy+7.68444e-29
Average Rho+1+Average Energy+7.82209e-29
Average Rho+1+Average Energy+7.95787e-29
Average Rho+1+Average Energy+8.09527e-29
Average Rho+1+Average Energy+8.23258e-29
Average Rho+1+Average Energy+8.36838e-29
Average Rho+1+Average Energy+8.50365e-29
Average Rho+1+Average Energy+8.63722e-29
Average Rho+1+Average Energy+8.77206e-29
Average Rho+1+Average Energy+8.90833e-29
Average Rho+1+Average Energy+9.04051e-29
Average Rho+1+Average Energy+9.17226e-29
Average Rho+1+Average Energy+9.3054e-29
Average Rho+1+Average Energy+9.43775e-29
Average Rho+1+Average Energy+9.56721e-29
Average Rho+1+Average Energy+9.70008e-29
Average Rho+1+Average Energy+9.83071e-29
Average Rho+1+Average Energy+9.96006e-29
Average Rho+1+Average Energy+1.00913e-28
Average Rho+1+Average Energy+1.02201e-28
Average Rho+1+Average Energy+1.03496e-28
Average Rho+1+Average Energy+1.0479e-28
Average Rho+1+Average Energy+1.06069e-28
Average Rho+1+Average Energy+1.07347e-28
Average Rho+1+Average Energy+1.08639e-28
Average Rho+1+Average Energy+1.09904e-28
Average Rho+1+Average Energy+1.11177e-28
Average Rho+1+Average Energy+1.12452e-28
Average Rho+1+Average Energy+1.13713e-28
Average Rho+1+Average Energy+1.14971e-28
Average Rho+1+Average Energy+1.1625e-28
Average Rho+1+Average Energy+1.17498e-28
Average Rho+1+Average Energy+1.18758e-28
Average Rho+1+Average Energy+1.20032e-28
Average Rho+1+Average Energy+1.21266e-28
Average Rho+1+Average Energy+1.22525e-28
Average Rho+1+Average Energy+1.23767e-28
Average Rho+1+Average Energy+1.25016e-28
Average Rho+1+Average Energy+1.26282e-28
Average Rho+1+Average Energy+1.27507e-28
Average Rho+1+Average Energy+1.28778e-28
Average Rho+1+Average Energy+1.29994e-28
Average Rho+1+Average Energy+1.3124e-28
Average Rho+1+Average Energy+1.32475e-28
Average Rho+1+Average Energy+1.33714e-28
Average Rho+1+Average Energy+1.34961e-28
Average Rho+1+Average Energy+1.36215e-28
Average Rho+1+Average Energy+1.37468e-28
Average Rho+1+Average Energy+1.38732e-28
Average Rho+1+Average Energy+1.39978e-28
Average Rho+1+Average Energy+1.41274e-28
Average Rho+1+Average Energy+1.42539e-28
Average Rho+1+Average Energy+1.43861e-28
Average Rho+1+Average Energy+1.46357e-28
Average Rho+1+Average Energy+7.56747e-28
Average Rho+1+Average Energy+7.5795e-28
Average Rho+1+Average Energy+8.06539e-28
Average Rho+1+Average Energy+8.81377e-28
Average Rho+1+Average Energy+9.77064e-28
Average Rho+1+Average Energy+1.08006e-27
Average Rho+1+Average Energy+1.1895e-27
Average Rho+1+Average Energy+1.30043e-27
Average Rho+1+Average Energy+1.41092e-27
Average Rho+1+Average Energy+1.5221e-27
Average Rho+1+Average Energy+1.63391e-27
Average Rho+1+Average Energy+1.7446e-27
Average Rho+1+Average Energy+1.85443e-27
Average Rho+1+Average Energy+1.96395e-27
Average Rho+1+Average Energy+2.07197e-27
Average Rho+1+Average Energy+2.18065e-27
Average Rho+1+Average Energy+2.28804e-27
Average Rho+1+Average Energy+2.39446e-27
Average Rho+1+Average Energy+2.50082e-27
Average Rho+1+Average Energy+2.60648e-27
Average Rho+1+Average Energy+2.71131e-27
Average Rho+1+Average Energy+2.81719e-27
Average Rho+1+Average Energy+2.92135e-27
Average Rho+1+Average Energy+3.02463e-27
Average Rho+1+Average Energy+3.12773e-27
Average Rho+1+Average Energy+3.23009e-27
Average Rho+1+Average Energy+3.33227e-27
Average Rho+1+Average Energy+3.43359e-27
Average Rho+1+Average Energy+3.53551e-27
Average Rho+1+Average Energy+3.63642e-27
Average Rho+1+Average Energy+3.73728e-27
Average Rho+1+Average Energy+3.83691e-27
Average Rho+1+Average Energy+3.93673e-27
Average Rho+1+Average Energy+4.03535e-27
Average Rho+1+Average Energy+4.13398e-27
Average Rho+1+Average Energy+4.23221e-27
Average Rho+1+Average Energy+4.33096e-27
Average Rho+1+Average Energy+4.4275e-27
Average Rho+1+Average Energy+4.5241e-27
Average Rho+1+Average Energy+4.62183e-27
Average Rho+1+Average Energy+4.71771e-27
Average Rho+1+Average Energy+4.81447e-27
Average Rho+1+Average Energy+4.91203e-27
Average Rho+1+Average Energy+5.00475e-27
Average Rho+1+Average Energy+5.09907e-27
Average Rho+1+Average Energy+5.19369e-27
Average Rho+1+Average Energy+5.28735e-27
Average Rho+1+Average Energy+5.38189e-27
Average Rho+1+Average Energy+5.47467e-27
Average Rho+1+Average Energy+5.56823e-27
